passenger_count,trip_distance,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,pickup_time_sec
1,1.61,-73.99575043,40.74424362,-73.99543762,40.72714615,60714
1,1.8,-73.98634338,40.75055313,-74.00816345,40.73802567,60715
1,1,-73.99652863,40.7530899,-74.00534058,40.74018097,60720
2,1.2,-73.97888947,40.7365799,-73.99049377,40.74404526,60721
1,2.1,-74.00458527,40.74209595,-73.98394012,40.75985336,60726
1,0.4,-73.98579407,40.75827026,-73.98938751,40.7528038,60732
1,1,-73.97341919,40.76444626,-73.98568726,40.76034164,60733
6,1.33,-73.99433899,40.75014877,-73.98117065,40.7637291,60734
1,1.5,-74.00122833,40.74676514,-73.99855804,40.7286377,60739
1,0.9,-74.00200653,40.7395134,-73.98799896,40.73518753,60744
4,0.5,-74.00192261,40.7156105,-73.99723816,40.72190475,60749
1,2.4,-73.99224091,40.74356079,-73.98732758,40.77103043,60754
1,1.85,-73.98887634,40.73686218,-73.98953247,40.75655746,60760
1,2.03,-73.99140167,40.74989319,-74.00248718,40.72474289,60765
1,1,-73.98420715,40.75098038,-73.98207855,40.75746918,60770
1,1.3,-73.97530365,40.75737,-73.98423767,40.74636459,60771
5,2.74,-73.96871185,40.76276016,-73.99450684,40.7322998,60776
1,0.9,-73.97286224,40.75931931,-73.98448944,40.7671051,60781
3,0.99,-73.98744202,40.73273087,-73.97827911,40.74560165,60786
1,2.4,-74.00653076,40.7167244,-73.98950958,40.74881744,60787
4,2.5,-73.97637939,40.75909805,-73.99333191,40.72823715,60788
1,2.89,-73.97749329,40.7522583,-73.98856354,40.72895813,60793
3,1.74,-74.00704193,40.74362564,-73.98391724,40.74636078,60798
1,1.8,-73.99209595,40.72548676,-73.98854065,40.74573517,60803
1,1.88,-73.98983002,40.73383713,-73.97370148,40.75580597,60804
4,0.84,-73.98194885,40.76461411,-73.98851776,40.75453949,60809
1,0.9,-73.97622681,40.75190735,-73.98708344,40.7471199,60814
1,1,-74.00458527,40.73773193,-73.99486542,40.7502594,60815
2,0.5,-73.99813843,40.73202515,-74.00289154,40.73814774,60816
1,2.61,-73.98602295,40.75397873,-73.99073029,40.72462845,60821
1,1.63,-73.99428558,40.75128555,-73.97655487,40.76402664,60826
1,0.3,-73.97373962,40.74372482,-73.97018433,40.74880219,60831
1,1.6,-73.98147583,40.7589035,-73.99162292,40.73876572,60836
1,0.83,-73.98587799,40.75753784,-73.983078,40.74951553,60841
2,1.6,-73.98282623,40.75727844,-73.98278046,40.75736237,60846
1,0.6,-73.991539,40.75491333,-73.99072266,40.75090027,60847
1,0.7,-73.96364594,40.76189041,-73.96992493,40.75226212,60848
1,1.8,-73.99825287,40.76076508,-73.99749756,40.7419014,60854
1,1,-73.98403931,40.7541275,-73.97177887,40.7580986,60860
1,1.7,-74.00627899,40.74942017,-73.98962402,40.76771545,60865
1,0.7,-73.98777008,40.74115753,-73.98149109,40.74980164,60870
1,0.69,-73.97674561,40.75511551,-73.98074341,40.74766541,60871
2,1.34,-73.9850235,40.72816849,-73.99471283,40.74034882,60876
1,1.3,-73.98374939,40.72979355,-73.9797821,40.74555206,60881
1,2,-73.96582794,40.75856781,-73.98566437,40.73519135,60886
4,1.3,-73.99461365,40.75183487,-73.97557068,40.75588608,60891
1,1.16,-73.9911499,40.73748016,-73.99595642,40.74900818,60892
2,0.5,-73.99066925,40.7348671,-73.99069977,40.73675919,60897
1,1.2,-73.9955368,40.75429916,-74.00654602,40.73932648,60902
2,0.82,-73.98616791,40.7568512,-73.98510742,40.74776077,60903
1,3.6,-73.96617889,40.75863266,-73.97692871,40.72337723,60908
1,1,-73.9930954,40.7279892,-73.98343658,40.73867416,60913
1,1.31,-74.00812531,40.73790741,-74.00979614,40.72148132,60918
1,1.5,-73.99149323,40.71692657,-74.00492859,40.72330475,60923
1,2.01,-73.98571777,40.758461,-74.00817108,40.74868011,60928
1,1.8,-73.99909973,40.72639465,-73.98256683,40.74415588,60929
1,4.64,-73.97930908,40.75690079,-74.00398254,40.72993851,60934
1,2.36,-73.99389648,40.72706223,-73.98246002,40.75531387,60935
6,0.61,-73.99317932,40.74239731,-73.99215698,40.74913025,60940
1,1.79,-73.99539948,40.7494278,-73.97544861,40.75919342,60945
6,0.73,-73.98860931,40.75930023,-73.97913361,40.76259232,60950
1,6.2,-74.01469421,40.71422195,-73.97690582,40.75202179,60951
3,0.6,-73.97758484,40.74968719,-73.98675537,40.7503624,60956
1,1.69,-74.00798798,40.73920822,-73.99533844,40.72179031,60961
1,0.69,-73.97077942,40.74765015,-73.96460724,40.75642014,60966
1,1.4,-73.9897995,40.73973083,-73.97745514,40.72598267,60967
1,1.1,-73.98046112,40.76270294,-73.99052429,40.75714111,60972
1,1.2,-73.98036194,40.77022934,-73.97732544,40.7592392,60977
1,0.7,-73.99848938,40.74007034,-74.00800323,40.73804474,60978
1,0.7,-73.98471832,40.75406265,-73.97577667,40.75688934,60983
1,0.95,-73.98748779,40.75065231,-73.98287964,40.74220276,60984
1,2.1,-73.99526215,40.73365784,-74.01574707,40.71570206,60989
1,1.8,-73.99694824,40.72982788,-73.98066711,40.748806,60990
1,0.5,-73.99827576,40.7542572,-73.98984528,40.75075912,60995
1,1.6,-73.99614716,40.7370224,-73.97553253,40.72445297,61000
2,3.06,-73.96591949,40.75899506,-74.00418091,40.74777603,61005
1,1.2,-73.99620056,40.74879456,-74.008255,40.74652863,61006
1,0.7,-73.98709869,40.75603104,-73.97837067,40.75283813,61011
1,1.37,-74.00415039,40.72208023,-73.99434662,40.73626328,61012
4,2.78,-74.00733185,40.72705841,-73.97732544,40.74853134,61017
1,3.95,-73.9732132,40.76385117,-74.00538635,40.71751022,61022
1,5.3,-73.96666718,40.75755692,-74.01120758,40.70214462,61027
1,2.9,-73.99396515,40.72681427,-73.96559906,40.75540924,61030
1,2.2,-74.0032196,40.72701645,-73.98775482,40.7549057,61035
1,0.96,-73.97592926,40.74985123,-73.96643066,40.76166534,61040
1,3.4,-73.99732971,40.72159576,-73.9662323,40.76164627,61045
1,5.9,-73.97343445,40.75061035,-74.0145874,40.70945358,61050
1,1.6,-73.97935486,40.762043,-73.99100494,40.75067902,61055
1,0.88,-73.99130249,40.73914337,-73.98877716,40.74885178,61056
1,1.1,-73.97383881,40.75414658,-73.97899628,40.74075317,61061
4,3.4,-74.00921631,40.71537399,-73.98287964,40.75609207,61063
1,0.71,-73.97409821,40.75701141,-73.9802475,40.75194168,61064
1,1.31,-73.99622345,40.72418213,-73.98226166,40.73129654,61069
1,4.1,-73.98706818,40.75615692,-74.01502991,40.71811676,61071
1,3,-74.00476837,40.74214172,-73.97967529,40.71461105,61076
1,1.5,-73.99541473,40.72503662,-73.99356079,40.74198151,61082
1,1.3,-73.9871521,40.74785995,-73.97917938,40.76250839,61083
1,1.2,-73.99071503,40.7514267,-74.0042038,40.74143219,61088
3,1.1,-74.00760651,40.74321365,-74.00691223,40.73038483,61089
1,1.99,-73.99866486,40.72338867,-73.98891449,40.7443161,61094
1,1,-73.98256683,40.73120499,-73.98051453,40.7427597,61099
1,0.9,-73.99344635,40.74778366,-73.98712158,40.73942184,61100
2,1.65,-73.99649048,40.76348114,-74.00388336,40.74356079,61105
2,1.99,-74.00113678,40.7258606,-73.99078369,40.75043106,61110
1,1,-73.98653412,40.75672913,-73.97724152,40.76021576,61115
1,0.8,-73.97379303,40.75055313,-73.98149872,40.75803757,61116
1,1.1,-74.00410461,40.72235489,-74.01171875,40.7142868,61121
1,0.16,-73.98877716,40.745121,-73.98919678,40.74330521,61126
1,1.37,-73.99073029,40.75132751,-73.98963165,40.73748779,61131
2,1.4,-73.99449158,40.72892761,-74.01163483,40.72312927,61132
1,1,-74.00685883,40.73012161,-73.99342346,40.73328018,61137
1,2,-73.97568512,40.75592041,-73.99793243,40.74046707,61142
1,1.5,-73.98311615,40.76725006,-73.99048615,40.75118256,61147
1,0.53,-73.98093414,40.75891876,-73.98487854,40.76342392,61152
1,1.6,-73.97879791,40.75266266,-73.99669647,40.74266052,61157
1,2.82,-73.99163818,40.72983932,-73.9707489,40.76509094,61162
3,1,-74.00086212,40.731884,-73.98677826,40.73427963,61167
1,2.39,-73.99506378,40.7550354,-74.00604248,40.72328568,61172
1,2.7,-73.99388885,40.73596954,-73.97585297,40.76457977,61177
1,3.3,-73.9981308,40.72441483,-73.99866486,40.76392365,61178
2,1.27,-73.97686005,40.7519455,-73.9861145,40.76186752,61183
1,1,-73.97907257,40.75608826,-73.99134827,40.74409866,61188
1,2.2,-73.98495483,40.75956726,-73.98068237,40.73537827,61189
5,2.14,-73.97496033,40.75917816,-73.99220276,40.73820114,61194
1,0.66,-73.97483826,40.76195908,-73.97064972,40.75569916,61200
